name,phone,whatsapp,address,area,city,rating,reviews,categories,lat,lon,pincode,docid,weburl,rating_ln,images,verified,paid_status
Dj Amit Trivedi,,, Vijay Nagar,Vijay Nagar,indore,4.8,15 Ratings,Entertainment Agencies,22.7534035,75.8863022,452010,0731PX731.X731.240722170741.W4M5,https://www.justdial.com/Indore/Dj-Amit-Trivedi-Vijay-Nagar/0731PX731-X731-240722170741-W4M5_BZDET,4.8,https://content.jdmagicbox.com/v2/comp/indore/m5/0731px731.x731.240722170741.w4m5/catalogue/dj-amit-trivedi-indore-entertainment-agencies-571wkjcwp0.jpg;https://content.jdmagicbox.com/v2/comp/indore/m5/0731px731.x731.240722170741.w4m5/catalogue/dj-amit-trivedi-indore-entertainment-agencies-sveil1bvej.jpg;https://content.jdmagicbox.com/v2/comp/indore/m5/0731px731.x731.240722170741.w4m5/catalogue/dj-amit-trivedi-indore-entertainment-agencies-9097jwmjza.jpg;https://content.jdmagicbox.com/v2/comp/indore/m5/0731px731.x731.240722170741.w4m5/catalogue/dj-amit-trivedi-indore-entertainment-agencies-sbgsjfv7oz.jpg;https://content.jdmagicbox.com/v2/comp/indore/m5/0731px731.x731.240722170741.w4m5/catalogue/dj-amit-trivedi-indore-entertainment-agencies-913dfiuo1y.jpg,,
Rushhh Entertainment,,,Above InVijay Nagar Satya Sai,Bombay Road Satya Sai,indore,4.7,9 Ratings,Entertainment Agencies,22.755737,75.896378,452010,0731PX731.X731.221109211135.D8G4,https://www.justdial.com/Indore/Rushhh-Entertainment-Above-Invijay-Nagar-Satya-Sai/0731PX731-X731-221109211135-D8G4_BZDET,4.7,https://content.jdmagicbox.com/comp/indore/g4/0731px731.x731.221109211135.d8g4/catalogue/rushhh-entertainment-indore-entertainment-agencies-vo3szx5mps.jpg;https://content.jdmagicbox.com/comp/indore/g4/0731px731.x731.221109211135.d8g4/catalogue/rushhh-entertainment-indore-entertainment-agencies-spxilruu26.jpg;https://content.jdmagicbox.com/comp/indore/g4/0731px731.x731.221109211135.d8g4/catalogue/rushhh-entertainment-indore-entertainment-agencies-hywipmt3gl.jpg;https://content.jdmagicbox.com/comp/indore/g4/0731px731.x731.221109211135.d8g4/catalogue/rushhh-entertainment-indore-entertainment-agencies-spxilruu26-250.jpg;https://content.jdmagicbox.com/comp/indore/g4/0731px731.x731.221109211135.d8g4/catalogue/rushhh-entertainment-indore-entertainment-agencies-hywipmt3gl-250.jpg,,
Studio Hr,,,Indore Gpo Rajgarh Kothi,Gita Bhavan Road Rajgarh Kothi,indore,4.7,9 Ratings,"Music Producers, Entertainment Agencies",22.7181583,75.8847379,452001,0731PX731.X731.221014223902.T1X3,https://www.justdial.com/Indore/Studio-Hr-Indore-Gpo-Rajgarh-Kothi/0731PX731-X731-221014223902-T1X3_BZDET,4.7,https://content.jdmagicbox.com/v2/comp/indore/x3/0731px731.x731.221014223902.t1x3/catalogue/studio-hr-rajgarh-kothi-indore-music-producers-11kn899r04.jpg;https://content.jdmagicbox.com/v2/comp/indore/x3/0731px731.x731.221014223902.t1x3/catalogue/studio-hr-rajgarh-kothi-indore-music-producers-eezve8nh2z.jpg;https://content.jdmagicbox.com/v2/comp/indore/x3/0731px731.x731.221014223902.t1x3/catalogue/studio-hr-rajgarh-kothi-indore-music-producers-4y9ptu6r0r.jpg;https://content.jdmagicbox.com/v2/comp/indore/x3/0731px731.x731.221014223902.t1x3/catalogue/studio-hr-rajgarh-kothi-indore-music-producers-eezve8nh2z-250.jpg;https://content.jdmagicbox.com/v2/comp/indore/x3/0731px731.x731.221014223902.t1x3/catalogue/studio-hr-rajgarh-kothi-indore-music-producers-11kn899r04-250.jpg,,
Cine Square Entertainment Pvt Ltd,,,Above Maruti Driving School Yn Road,22/2 Y N Road Yn Road,indore,4.1,9 Ratings,Entertainment Agencies,22.7297452,75.8749324,452001,0731PX731.X731.221208212426.K4E9,https://www.justdial.com/Indore/Cine-Square-Entertainment-Pvt-Ltd-Above-Maruti-Driving-School-Yn-Road/0731PX731-X731-221208212426-K4E9_BZDET,4.1,https://content.jdmagicbox.com/comp/def_content/event_organisers/default-event-organisers-7.jpg,,
Humpty Dumpty Play Zone,,,Bombay Bazar Hasalpur Mhow,Mall Road Mhow,indore,3.1,11 Ratings,Entertainment Agencies,22.5592548,75.7605129,453441,0731PX731.X731.221203004314.P2P6,https://www.justdial.com/Indore/Humpty-Dumpty-Play-Zone-Bombay-Bazar-Hasalpur-Mhow/0731PX731-X731-221203004314-P2P6_BZDET,3.1,https://content.jdmagicbox.com/v2/comp/indore/p6/0731px731.x731.221203004314.p2p6/catalogue/humpty-dumpty-play-zone-mhow-indore-entertainment-agencies-55v0c1RMN4.jpg,,
Kalas Organizations,,,Opp Bhopal Motor Dewas Naka Indore,AB Road Dewas Naka Indore,Indore,4.7,3 Ratings,"Solar Panel Dealers, Event Organisers",22.74738128,75.878371,452010,0731PX731.X731.180122223029.R7R2,https://www.justdial.com/Indore/Kalas-Organizations-Opp-Bhopal-Motor-Dewas-Naka-Indore/0731PX731-X731-180122223029-R7R2_BZDET,4.7,https://content.jdmagicbox.com/comp/indore/r2/0731px731.x731.180122223029.r7r2/catalogue/kalas-organizations-dewas-naka-indore-indore-computer-graphic-designers-jzafc01j2k.jpg;https://content.jdmagicbox.com/comp/indore/r2/0731px731.x731.180122223029.r7r2/catalogue/kalas-organizations-dewas-naka-indore-indore-computer-graphic-designers-2xtw93mdhg.jpg;https://content.jdmagicbox.com/comp/indore/r2/0731px731.x731.180122223029.r7r2/catalogue/kalas-organizations-dewas-naka-indore-indore-computer-graphic-designers-v3iqjd6gnk.jpg;https://content.jdmagicbox.com/comp/indore/r2/0731px731.x731.180122223029.r7r2/catalogue/kalas-organizations-dewas-naka-indore-indore-computer-graphic-designers-rflao1codc.jpg;https://content.jdmagicbox.com/comp/indore/r2/0731px731.x731.180122223029.r7r2/catalogue/kalas-organizations-dewas-naka-indore-indore-computer-graphic-designers-ccbwea6zq3.jpg,1,1
K-11 Pkc Events And Production Company,,,Near 56 Hotel Kanchan Tilak New Palasia,District Court Road New Palasia,Indore,5,40 Ratings,"Photographers, Wedding Photographers",22.7243797,75.885486499722,452001,0731PX731.X731.170608140946.W3R7,https://www.justdial.com/Indore/K-11-Pkc-Events-And-Production-Company-Near-56-Hotel-Kanchan-Tilak-New-Palasia/0731PX731-X731-170608140946-W3R7_BZDET,5,https://content.jdmagicbox.com/v2/comp/indore/r7/0731px731.x731.170608140946.w3r7/catalogue/k-11-pkc-events-and-production-company-new-palasia-indore-advertising-agencies-f3t7bzm4h5.jpg;https://content.jdmagicbox.com/comp/indore/r7/0731px731.x731.170608140946.w3r7/catalogue/k-11-pkc-events-and-production-company-new-palasia-indore-model-photographers-4trw3817p2.jpg;https://content.jdmagicbox.com/comp/indore/r7/0731px731.x731.170608140946.w3r7/catalogue/k-11-pkc-events-and-production-company-new-palasia-indore-model-photographers-57ezhuf207.jpg;https://content.jdmagicbox.com/comp/indore/r7/0731px731.x731.170608140946.w3r7/catalogue/k-11-pkc-events-and-production-company-new-palasia-indore-model-photographers-o63voup9wm.jpg;https://content.jdmagicbox.com/comp/indore/r7/0731px731.x731.170608140946.w3r7/catalogue/k-11-pkc-events-and-production-company-new-palasia-indore-model-photographers-rk8wnfbxq7.jpg,,0
Keys Film Production & Event Management Company,,,,,indore,0,0 ,Film & Media Production Services,22.7312764,75.8893615,452001,0731PX731.X731.250207162340.R5U5,https://www.justdial.com/Indore/Keys-Film-Production-Event-Management-Company/0731PX731-X731-250207162340-R5U5_BZDET,0,,,0
The Event Production Company,,,Near Okhla Police Station Okhla Industrial Area Phase 1,A-215 Ground Floor Okhla Industrial Area Phase 1,delhi,3.1,6 Ratings,"Event Organisers, Wedding Planners",28.5270291,77.276801,110020,011PXX11.XX11.140521133139.E9C9,https://www.justdial.com/Delhi/The-Event-Production-Company-Near-Okhla-Police-Station-Okhla-Industrial-Area-Phase-1/011PXX11-XX11-140521133139-E9C9_BZDET,3.1,https://content.jdmagicbox.com/comp/def_content/mandap_decorators/default-mandap-decorators-5.jpg,,0
Event Productions Company,,,Model TownCheema Nagar Jalandhar Kutchery,Mithapur Road Jalandhar Kutchery,Jalandhar,0,0 ,"Event Organisers, Event Organisers For DJ",31.32599778,75.58760336,144001,0181PX181.X181.130914124140.C7R7,https://www.justdial.com/Jalandhar/Event-Productions-Company-Model-Towncheema-Nagar-Jalandhar-Kutchery/0181PX181-X181-130914124140-C7R7_BZDET,0,https://content.jdmagicbox.com/comp/jalandhar/r7/0181px181.x181.130914124140.c7r7/catalogue/event-productions-company-jalandhar-city-jalandhar-event-organisers-2wnwqw.jpg,,0
Event Line Production,,,Near Hitler Man Shop Goyal Nagar,137 Sanvid Nagar Madhya Pradesh Goyal Nagar,indore,4.6,5 Ratings,Corporate Companies,22.7214111,75.8975421,452018,0731PX731.X731.241125235512.A1R4,https://www.justdial.com/Indore/Event-Line-Production-Near-Hitler-Man-Shop-Goyal-Nagar/0731PX731-X731-241125235512-A1R4_BZDET,4.6,https://content.jdmagicbox.com/comp/def_content/corporate-companies/hands-making-equipment-1150-99-corporate-companies-6-dabex.jpg,,0
Event Management Company Pune Krish Productions,,,Behind Maruti Suzuki Showroom Aundh,Baner Road Aundh,pune,4.6,5 Ratings,Event Management Companies,18.5469448,73.8196962,411007,020PXX20.XX20.250313200421.V1D5,https://www.justdial.com/Pune/Event-Management-Company-Pune-Krish-Productions-Behind-Maruti-Suzuki-Showroom-Aundh/020PXX20-XX20-250313200421-V1D5_BZDET,4.6,https://content.jdmagicbox.com/comp/def_content/event-management-companies/shutterstock-370263524-event-management-companies-6-l0oiu.jpg,,0
R Production & Events,,,Opposite Noble Hospital Hadapsar,Magarpatta Road Hadapsar,pune,4.5,2 Ratings,"Mandap Decorators, Birthday Party Decorators",18.505178,73.928225,411028,020PXX20.XX20.201203010202.Y3N5,https://www.justdial.com/Pune/R-Production-Events-Opposite-Noble-Hospital-Hadapsar/020PXX20-XX20-201203010202-Y3N5_BZDET,4.5,https://content.jdmagicbox.com/comp/pune/n5/020pxx20.xx20.201203010202.y3n5/catalogue/r-production-and-events-hadapsar-pune-ezt2oku6e3.jpg;https://content.jdmagicbox.com/comp/pune/d9/020pxx20.xx20.211015214031.x6d9/catalogue/r-production-and-events-magarpatta-city-hadapsar-pune-event-organisers-0infurdng4.jpg;https://content.jdmagicbox.com/comp/pune/d9/020pxx20.xx20.211015214031.x6d9/catalogue/r-production-and-events-magarpatta-city-hadapsar-pune-event-organisers-niq1fm542a.jpg;https://content.jdmagicbox.com/comp/pune/d9/020pxx20.xx20.211015214031.x6d9/catalogue/r-production-and-events-magarpatta-city-hadapsar-pune-event-organisers-pmqvoat7kd.jpg;https://content.jdmagicbox.com/comp/pune/d9/020pxx20.xx20.211015214031.x6d9/catalogue/r-production-and-events-magarpatta-city-hadapsar-pune-event-organisers-3v90k0fr7r.jpg,,0
Mega Majestic Events & Production,,,Satav Nagar Hadapsar,Handewadi Road Hadapsar,pune,4.8,27 Ratings,"Event Organisers, Event Management Companies",18.4750108,73.9340677,411028,020PXX20.XX20.211007162349.T4V5,https://www.justdial.com/Pune/Mega-Majestic-Events-Production-Satav-Nagar-Hadapsar/020PXX20-XX20-211007162349-T4V5_BZDET,4.8,https://content.jdmagicbox.com/comp/pune/v5/020pxx20.xx20.211007162349.t4v5/catalogue/mega-majestic-events-pune-city-pune-event-management-companies-1m9olvjl8z.jpg;https://content.jdmagicbox.com/comp/pune/v5/020pxx20.xx20.211007162349.t4v5/catalogue/mega-majestic-events-pune-city-pune-ugqnkyo31j.jpg;https://content.jdmagicbox.com/comp/pune/v5/020pxx20.xx20.211007162349.t4v5/catalogue/mega-majestic-events-pune-city-pune-pcdjf75i43.jpg;https://content.jdmagicbox.com/comp/pune/v5/020pxx20.xx20.211007162349.t4v5/catalogue/mega-majestic-events-pune-city-pune-dhcelmcutx.jpg;https://content.jdmagicbox.com/comp/pune/v5/020pxx20.xx20.211007162349.t4v5/catalogue/mega-majestic-events-pune-city-pune-j273lfw7yg.jpg,,0
Zoya Production Events,,, Shinde Vasti,Bhim Nagar Colony Hadapsar Shinde Vasti,pune,4,2 Ratings,Banquet Halls,18.5186758,73.9135467,411013,020PXX20.XX20.250313230216.S3U2,https://www.justdial.com/Pune/Zoya-Production-Events-Shinde-Vasti/020PXX20-XX20-250313230216-S3U2_BZDET,4,https://content.jdmagicbox.com/comp/def_content/banquet_halls/default-banquet-halls-2.jpg,,0
Dhoom Talent Social Media Agency,,, Lohamandi,Pipliyahana Lohamandi,indore,5,4 Ratings,Media Services,22.708563,75.894876,452001,0731PX731.X731.220601204821.R3A5,https://www.justdial.com/Indore/Dhoom-Talent-Social-Media-Agency-Lohamandi/0731PX731-X731-220601204821-R3A5_BZDET,5,https://content.jdmagicbox.com/comp/indore/a5/0731px731.x731.220601204821.r3a5/catalogue/dhoom-talent-social-media-agency-lohamandi-indore-media-services-acj2wem1ul.jpg,,0
Talent Overseas,,,Beside Shree Venkateswara LodgeNear D Entrance Khairatabad,207 2nd Flr Saeed Plaza Lakdikapul Khairatabad,Hyderabad,4.7,"1,220 Ratings","Attestation Services, Embassy Attestation Services",17.4045978,78.4648979,500004,040PXX40.XX40.190524230330.P1G1,https://www.justdial.com/Hyderabad/Talent-Overseas-Beside-Shree-Venkateswara-Lodgenear-D-Entrance-Khairatabad/040PXX40-XX40-190524230330-P1G1_BZDET,4.7,https://content.jdmagicbox.com/v2/comp/hyderabad/g1/040pxx40.xx40.190524230330.p1g1/catalogue/talent-overseas-hyderabad-0un8xtfck2.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/g1/040pxx40.xx40.190524230330.p1g1/catalogue/talent-overseas-hyderabad-attestation-services-nc42o6ykxb.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/g1/040pxx40.xx40.190524230330.p1g1/catalogue/talent-overseas-hyderabad-0getdvy2dq.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/g1/040pxx40.xx40.190524230330.p1g1/catalogue/talent-overseas-hyderabad-elgrqbdxse.jpg;https://content.jdmagicbox.com/v2/comp/hyderabad/g1/040pxx40.xx40.190524230330.p1g1/catalogue/talent-overseas-hyderabad-ueo2zacpl3.jpg,,0
Talent Agencies,,,South Of South Over Bridge Panampilly Nagar,SA Road Panampilly Nagar,ERNAKULAM,4,1 Rating,"Powder Coating Machine Dealers, Powder Coating Equipment Dealers",9.9652832,76.2937303,682036,0484PX484.X484.000954935494.M1D2,https://www.justdial.com/Ernakulam/Talent-Agencies-South-Of-South-Over-Bridge-Panampilly-Nagar/0484PX484-X484-000954935494-M1D2_BZDET,4,https://content.jdmagicbox.com/comp/ernakulam/d2/0484px484.x484.000954935494.m1d2/catalogue/talent-agencies-panampilly-nagar-ernakulam-powder-coating-services-7rqwkfow48.jpg;https://content.jdmagicbox.com/comp/def_content/powder-coating-machine-dealers/default-powder-coating-machine-dealers-2-pkkv3.jpg,,0
Talent Gurus,,, Khairatabad,Golden Edifice Khairatabad,Hyderabad,4,13 Ratings,"Placement Services (Candidate), Placement Services For BPO (Candidate)",17.412737,78.45978,500004,040P1220693432I5M6N2,https://www.justdial.com/Hyderabad/Talent-Gurus-Khairatabad/040P1220693432I5M6N2_BZDET,4,https://content.jdmagicbox.com/comp/def_content/placement-services-for-manufacturing-industry-candidate/shutterstock-217010275-placement-services-for-manufacturing-industry-candidate-3-gp74f.jpg,,0
